24440,,,,,,,,,,,,,10885,
24430,,,,,,,,,,,,,10700,
24450,,,,,,,,,,,,,10850,
24450,10415,24495,9570,10045,7015,122540,103565,10055,9895,4465,8095,11875,10880,101300
24590,10375,24490,9640,10025,7040,122560,103570,10060,9710,4510,8050,11870,10910,101300
24605,10305,24580,9665,10110,6965,122635,103620,10065,9745,4470,8050,11825,10935,101300
23815,9770,23530,8660,9290,6995,123620,103835,10095,10190,4310,8305,12135,10655,101325
23880,9880,23725,8920,9500,7010,124090,103950,10025,10260,4325,8285,12145,10650,101355
23940,10045,23640,8900,9545,7050,124220,103815,9975,10165,4285,8250,12035,10740,101350
